solvent_name,Drug,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),canonical_drug,canonical_solvent,value,Temperature_K,MaxEStateIndex_solvent,MinAbsEStateIndex_solvent,MinEStateIndex_solvent,qed_solvent,HeavyAtomMolWt_solvent,MaxPartialCharge_solvent,MinPartialCharge_solvent,MinAbsPartialCharge_solvent,FpDensityMorgan1_solvent,FpDensityMorgan3_solvent,BCUT2D_MWHI_solvent,BCUT2D_MWLOW_solvent,BCUT2D_LOGPLOW_solvent,BCUT2D_MRHI_solvent,BCUT2D_MRLOW_solvent,AvgIpc_solvent,BertzCT_solvent,Chi4n_solvent,HallKierAlpha_solvent,Kappa2_solvent,Kappa3_solvent,PEOE_VSA1_solvent,PEOE_VSA10_solvent,PEOE_VSA11_solvent,PEOE_VSA13_solvent,PEOE_VSA2_solvent,PEOE_VSA3_solvent,PEOE_VSA5_solvent,PEOE_VSA6_solvent,PEOE_VSA7_solvent,PEOE_VSA8_solvent,PEOE_VSA9_solvent,SMR_VSA1_solvent,SMR_VSA10_solvent,SMR_VSA3_solvent,SMR_VSA4_solvent,SlogP_VSA1_solvent,SlogP_VSA10_solvent,SlogP_VSA12_solvent,SlogP_VSA2_solvent,SlogP_VSA3_solvent,SlogP_VSA4_solvent,SlogP_VSA5_solvent,SlogP_VSA6_solvent,SlogP_VSA8_solvent,TPSA_solvent,EState_VSA1_solvent,EState_VSA10_solvent,EState_VSA2_solvent,EState_VSA3_solvent,EState_VSA4_solvent,EState_VSA5_solvent,EState_VSA6_solvent,EState_VSA7_solvent,EState_VSA8_solvent,EState_VSA9_solvent,VSA_EState1_solvent,VSA_EState3_solvent,VSA_EState4_solvent,VSA_EState5_solvent,VSA_EState6_solvent,VSA_EState7_solvent,VSA_EState8_solvent,VSA_EState9_solvent,FractionCSP3_solvent,NHOHCount_solvent,NOCount_solvent,NumAliphaticCarbocycles_solvent,NumAliphaticRings_solvent,NumAromaticHeterocycles_solvent,NumAtomStereoCenters_solvent,NumBridgeheadAtoms_solvent,NumHAcceptors_solvent,NumHeteroatoms_solvent,NumRotatableBonds_solvent,MolLogP_solvent,fr_Al_OH_noTert_solvent,fr_ArN_solvent,fr_COO_solvent,fr_NH1_solvent,fr_Ndealkylation2_solvent,fr_allylic_oxid_solvent,fr_aryl_methyl_solvent,fr_furan_solvent,fr_lactone_solvent,fr_methoxy_solvent,fr_morpholine_solvent,fr_para_hydroxylation_solvent,fr_phenol_noOrthoHbond_solvent,fr_priamide_solvent,fr_unbrch_alkane_solvent,MACCS_15_solvent,MACCS_19_solvent,MACCS_20_solvent,MACCS_21_solvent,MACCS_22_solvent,MACCS_28_solvent,MACCS_29_solvent,MACCS_34_solvent,MACCS_36_solvent,MACCS_40_solvent,MACCS_41_solvent,MACCS_42_solvent,MACCS_46_solvent,MACCS_48_solvent,MACCS_50_solvent,MACCS_53_solvent,MACCS_54_solvent,MACCS_57_solvent,MACCS_58_solvent,MACCS_65_solvent,MACCS_66_solvent,MACCS_72_solvent,MACCS_74_solvent,MACCS_82_solvent,MACCS_84_solvent,MACCS_86_solvent,MACCS_87_solvent,MACCS_89_solvent,MACCS_90_solvent,MACCS_91_solvent,MACCS_93_solvent,MACCS_95_solvent,MACCS_96_solvent,MACCS_98_solvent,MACCS_99_solvent,MACCS_101_solvent,MACCS_104_solvent,MACCS_105_solvent,MACCS_106_solvent,MACCS_107_solvent,MACCS_108_solvent,MACCS_112_solvent,MACCS_113_solvent,MACCS_114_solvent,MACCS_115_solvent,MACCS_116_solvent,MACCS_119_solvent,MACCS_123_solvent,MACCS_124_solvent,MACCS_126_solvent,MACCS_128_solvent,MACCS_129_solvent,MACCS_130_solvent,MACCS_132_solvent,MACCS_133_solvent,MACCS_135_solvent,MACCS_136_solvent,MACCS_137_solvent,MACCS_138_solvent,MACCS_140_solvent,MACCS_141_solvent,MACCS_142_solvent,MACCS_143_solvent,MACCS_144_solvent,MACCS_145_solvent,MACCS_146_solvent,MACCS_147_solvent,MACCS_148_solvent,MACCS_149_solvent,MACCS_151_solvent,MACCS_152_solvent,MACCS_153_solvent,MACCS_155_solvent,MACCS_156_solvent,MACCS_157_solvent,MACCS_159_solvent,MACCS_160_solvent,MACCS_161_solvent,MACCS_163_solvent,MACCS_164_solvent,MACCS_165_solvent
cyclohexanone,NC(N)=C([N+](=O)[O-])[N+](=O)[O-],O=C1CCCCC1,0.00244,0.023632205,NC(N)=C([N+](=O)[O-])[N+](=O)[O-],O=C1CCCCC1,-2.612610174,298.15,10.46305556,0.46412037,0.46412037,0.448625541,88.065,0.132411328,-0.299717909,0.132411328,1,1.857142857,16.13789093,9.9975763,-2.018661867,5.783227987,-0.119726488,1.685616163,68.24920506,0.946114263,-0.33,2.101967961,1.29814875,0,5.783244946,0,0,4.794537184,0,0,6.420821623,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,0,0,5.783244946,4.794537184,0,32.10410811,0,0,17.07,0,4.794537184,0,5.783244946,25.68328649,6.420821623,0,0,0,0,0,0,0,0.46412037,0,5.239490741,0,0,0.833333333,0,1,1,1,0,0,0,1,1,0,1.5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
propylene glycol,CC(=O)Nc1ccc(O)cc1,CC(O)CO,0.0483,0.691403336,CC(=O)Nc1ccc(O)cc1,CC(O)CO,-1.316052869,298.15,8.111111111,0.138888889,-0.560185185,0.435834997,68.031,0.074238644,-0.393700042,0.074238644,1.8,2,16.31513815,10.4587561,-2.032560487,4.334973682,0.109859609,1.378783493,18.85475297,0,-0.08,2.175102041,3.92,10.21305479,0,0,0,0,0,0,0,6.9237372,0,12.71084835,10.21305479,0,0,0,0,0,0,22.92390314,0,0,6.9237372,0,0,40.46,6.103966388,0,6.606881965,0,0,6.9237372,0,0,0,10.21305479,0,16.00462963,0,0,0,-0.560185185,1.388888889,0,1,2,2,0,0,0,1,0,2,2,1,-0.6405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0
isopropyl acetate,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,CC(=O)OC(C)C,0.04082,0.3747546,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,CC(=O)OC(C)C,-1.389127,298.15,10.03194444,0.025462963,-0.212962963,0.460747983,92.053,0.3023791,-0.463155993,0.3023791,1.571428571,2,16.54066754,10.47549527,-2.059405794,5.6553786,-0.144076112,1.272905595,66.48040588,0.331927305,-0.53,2.61092148,5.47,4.736862954,0,0,0,4.794537184,0,0,0,13.8474744,6.9237372,6.103966388,9.531400138,5.969305288,0,0,0,0,0,12.07327168,9.531400138,0,20.7712116,0,0,26.3,0,4.794537184,12.07327168,0,0,6.9237372,0,13.8474744,4.736862954,0,4.611111111,0,0,-0.212962963,0,0.025462963,5.044444444,0,0.8,0,2,0,0,0,0,0,2,2,1,0.9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0
DMAc,Brc1cc(Br)cc(Br)c1,CC(=O)N(C)C,0.01588,0.175139388,Brc1cc(Br)cc(Br)c1,CC(=O)N(C)C,-1.799149502,298.15,10.06944444,0.092592593,0.092592593,0.409906883,78.05,0.218425131,-0.349064265,0.218425131,1.5,1.666666667,16.15120649,10.65214274,-2.16528583,5.718427487,-0.125834617,1.360964047,58.56842503,0,-0.53,1.798837034,1.758184438,4.899909731,0,0,0,4.794537184,0,0,0,0,21.01908117,0,4.794537184,5.907179729,4.899909731,0,0,0,0,24.90243343,4.794537184,0,6.9237372,0,0,20.31,0,4.794537184,5.907179729,0,0,11.82364693,14.09534397,0,0,0,0,0,0,0.092592593,0,0,1.527777778,3.449074074,0.75,0,2,0,0,0,0,0,1,2,0,0.0945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
2-ethoxyethanol,c1ccc2cc3ccccc3cc2c1,CCOCCO,0.002921,0.030085905,c1ccc2cc3ccccc3cc2c1,CCOCCO,-2.534468443,298.15,8.072361111,0.132777778,0.132777778,0.494721251,80.042,0.069705198,-0.393980345,0.069705198,1.666666667,2.5,16.48222505,10.75243604,-1.961277518,4.177801026,0.101572928,1.614330835,17.509775,0.20888729,-0.08,4.92,3.92,9.843390349,0,0,0,0,0,0,0,6.9237372,6.606881965,13.21376393,9.843390349,0,0,0,0,0,0,24.92717329,4.736862954,0,6.9237372,0,0,29.46,0,0,6.606881965,13.21376393,0,0,0,6.9237372,0,9.843390349,4.732638889,8.072361111,0,0,0,0,3.195,0,1,1,2,0,0,0,0,0,2,2,3,0.0152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
isopentanol,c1ccc2cc3ccccc3cc2c1,CC(C)CCO,0.000727,0.006642371,c1ccc2cc3ccccc3cc2c1,CC(C)CCO,-3.138465589,298.15,8.236666667,0.331018519,0.331018519,0.534088523,76.054,0.043296311,-0.396366079,0.043296311,1.5,2,16.24998626,10.15033334,-1.891642208,4.382367208,0.267650203,1.348587896,25.11941548,0.25819889,-0.04,3.161612903,3.96,5.106527395,0,0,0,0,0,0,13.8474744,12.33872767,6.606881965,0,5.106527395,0,0,5.917906046,0,0,0,11.71340936,0,5.917906046,20.26829602,0,0,20.23,0,0,0,12.52478801,6.420821623,0,0,0,13.8474744,5.106527395,0,8.236666667,0,0.648148148,0,0.930555556,4.517962963,0,1,1,1,0,0,0,0,0,1,1,2,1.0248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
n-heptane,c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCC,0.01102,0.075478096,c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCC,-1.957818405,298.15,2.245694444,1.361111111,1.361111111,0.476309874,84.077,-0.053326092,-0.065382383,0.053326092,0.714285714,1.428571429,13.86223338,10.16409857,-1.702801434,4.354233383,0.656098566,1.690933806,19.21928095,0.676776695,0,6,6,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,32.10410811,0,0,13.8474744,0,0,0,0,0,0,7.008611111,4.491388889,0,1,0,0,0,0,0,0,0,0,0,4,2.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ethyl formate,CC(=O)NCC(=O)O,CCOC=O,0.071119,0.971394327,CC(=O)NCC(=O)O,CCOC=O,-1.148014359,298.15,9.182638889,0.430555556,0.430555556,0.43656455,68.031,0.29256542,-0.468195182,0.29256542,2,2.6,16.51630931,10.88338501,-1.803951012,5.361538885,-0.127693588,1.405639062,26.07403392,0.068041382,-0.53,3.47,3.47,4.736862954,0,0,6.472220865,4.794537184,0,0,0,6.9237372,0,6.606881965,9.531400138,6.472220865,0,0,0,0,0,13.07910283,9.531400138,0,6.9237372,0,0,26.3,0,4.794537184,0,13.07910283,0,0,6.9237372,0,4.736862954,0,4.152777778,0,0,0,0,0,2.664583333,0,0.666666667,0,2,0,0,0,0,0,2,2,2,0.1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0
"1,2-dichloroethane",O=[N+]([O-])c1ccn([N+](=O)[O-])n1,ClCCCl,0.16356,2.520863058,O=[N+]([O-])c1ccn([N+](=O)[O-])n1,ClCCCl,-0.786322898,298.15,5.054012346,0.557098765,0.557098765,0.436304237,94.928,0.035889203,-0.125423431,0.035889203,1,1.25,35.49855802,10.97023492,-1.633333202,6.254551774,1.522488761,1.370950594,6,0,0.58,3.58,2.58,0,0,0,0,0,0,23.20187978,0,0,11.76000689,0,0,23.20187978,0,0,0,0,23.20187978,11.76000689,0,0,0,0,0,0,0,0,0,11.76000689,0,0,0,0,0,23.20187978,0,0,0,1.114197531,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
n-hexanol,O=[N+]([O-])c1cccc2ccccc12,CCCCCCO,0.04932,0.413900721,O=[N+]([O-])c1cccc2ccccc12,CCCCCCO,-1.306976932,298.15,8.292882653,0.361111111,0.361111111,0.533927882,88.065,0.043052406,-0.396376569,0.043052406,1.142857143,2.285714286,16.24992271,10.19933862,-1.799807271,4.352979367,0.282705156,1.690933806,23.3609904,0.538580094,-0.04,5.96,5.96,5.106527395,0,0,0,0,0,0,26.18620207,6.420821623,6.606881965,0,5.106527395,0,0,0,0,0,0,11.71340936,0,0,32.60702369,0,0,20.23,0,0,0,6.606881965,6.420821623,19.26246487,0,0,6.9237372,5.106527395,0,8.292882653,0,0,0,4.681944444,2.525172902,0,1,1,1,0,0,0,0,0,1,1,4,1.559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
2-methoxyethanol,c1ccc2cc3ccccc3cc2c1,COCCO,0.002211,0.027955266,c1ccc2cc3ccccc3cc2c1,COCCO,-2.655411257,298.15,7.94125,0.121527778,0.121527778,0.48573367,68.031,0.069342652,-0.393980616,0.069342652,1.8,2.4,16.47203731,10.80070332,-1.911828988,4.124600329,0.135443231,1.405639062,12.36452798,0.091287093,-0.08,3.92,3.92,9.843390349,0,0,0,0,0,0,0,0,7.109797541,13.21376393,9.843390349,0,0,0,0,0,0,25.43008887,4.736862954,0,0,0,0,29.46,0,0,6.606881965,6.606881965,0,0,7.109797541,0,4.736862954,5.106527395,4.440972222,7.94125,0,0,0,0,0.565972222,1.551805556,1,1,2,0,0,0,0,0,2,2,2,-0.3749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
isobutyl acetate,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,CC(=O)OCC(C)C,0.04971,0.402296377,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,CC(=O)OCC(C)C,-1.303556237,298.15,10.12597222,0.195648148,-0.195648148,0.506664867,104.064,0.302132686,-0.465604426,0.302132686,1.625,2.25,16.53198487,10.24242111,-2.049352701,5.653417432,-0.141489527,1.613568158,76.59772061,0.284020691,-0.53,3.469267037,5.47,4.736862954,0,0,0,4.794537184,0,0,13.8474744,5.917906046,6.9237372,6.606881965,9.531400138,5.969305288,0,5.917906046,0,0,0,12.57618725,9.531400138,5.917906046,20.7712116,0,0,26.3,0,4.794537184,5.969305288,12.52478801,0,6.9237372,0,13.8474744,4.736862954,0,4.664351852,0,0,0.247777778,0,0,5.961898148,0,0.833333333,0,2,0,0,0,0,0,2,2,2,1.2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0
tetrachloromethane,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(Cl)c1Cl,ClC(Cl)(Cl)Cl,0.003743,0.039643517,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(Cl)c1Cl,ClC(Cl)(Cl)Cl,-2.426780173,298.15,4.826388889,1.611111111,-1.611111111,0.469795536,153.823,0.265685211,-0.066421303,0.066421303,0.8,0.8,35.62538825,11.84161175,-1.80603692,6.831492563,1.755507437,0.721928095,19.11941548,0,1.16,1.741848257,38.29198573,0,0,0,3.251717758,0,0,0,46.40375956,0,0,0,0,46.40375956,0,0,0,0,46.40375956,3.251717758,0,0,0,0,0,0,3.251717758,0,0,0,0,0,0,0,0,46.40375956,-1.611111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2.5529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-pentyl acetate,CCCCCCCCCCCCCCCCCC(=O)OCCO,CCCCCOC(C)=O,0.0324,0.225170276,CCCCCCCCCCCCCCCCCC(=O)OCCO,CCCCCOC(C)=O,-1.48945499,298.15,10.18467545,0.174904573,-0.174904573,0.427719741,116.075,0.302122868,-0.465877688,0.302122868,1.444444444,2.555555556,16.53145174,10.25984094,-1.991050667,5.653172444,-0.140568459,1.800576896,78.98533617,0.567959596,-0.53,5.603868809,7.47,4.736862954,0,0,0,4.794537184,0,0,19.76538045,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,0,0,12.57618725,9.531400138,0,33.10993927,0,0,26.3,0,4.794537184,5.969305288,6.606881965,12.84164325,13.34455882,0,0,6.9237372,4.736862954,4.705,0,0,-0.174904573,0,3.310143613,4.141752173,0,0.857142857,0,2,0,0,0,0,0,2,2,4,1.7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
transcutol,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CCOCCOCCO,0.0267,0.201017422,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CCOCCOCCO,-1.573488739,298.15,8.256965624,0.089409722,0.089409722,0.520837195,120.063,0.070111804,-0.393980325,0.070111804,1.111111111,2.333333333,16.52470858,10.69813213,-2.061292606,4.276019767,0.03699834,1.885234836,41.56763142,0.428800493,-0.12,7.88,7.88,14.5802533,0,0,0,0,0,0,0,6.9237372,6.606881965,26.42752786,14.5802533,0,0,0,0,0,0,38.14093722,9.473725908,0,6.9237372,0,0,38.69,0,0,6.606881965,19.82064589,6.606881965,0,0,6.9237372,0,14.5802533,9.883285147,8.256965624,0,0,0,0,4.359749228,0,1,1,3,0,0,0,0,0,3,3,6,0.0318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
n-heptanol,O=[N+]([O-])c1cccc2ccccc12,CCCCCCCO,0.05386,0.401162879,O=[N+]([O-])c1cccc2ccccc12,CCCCCCCO,-1.268733651,298.15,8.365586735,0.364795918,0.364795918,0.544191494,100.076,0.043052407,-0.396376569,0.043052407,1,2.125,16.24992366,10.15692741,-1.812371922,4.38629622,0.282260801,1.808812125,29.36806555,0.715356789,-0.04,6.96,5.96,5.106527395,0,0,0,0,0,0,32.60702369,6.420821623,6.606881965,0,5.106527395,0,0,0,0,0,0,11.71340936,0,0,39.02784531,0,0,20.23,0,0,0,6.606881965,6.420821623,25.68328649,0,0,6.9237372,5.106527395,0,8.365586735,0,0,0,6.076218821,2.558194444,0,1,1,1,0,0,0,0,0,1,1,5,1.9491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
ethylbenzene,CCCCCCCCCCCCCCCCCCCC,CCc1ccccc1,0.009549,0.080869631,CCCCCCCCCCCCCCCCCCCC,CCc1ccccc1,-2.020042107,298.15,2.162037037,1.139722222,1.139722222,0.514757822,96.088,-0.030744083,-0.062248742,0.030744083,1.125,2.125,13.85659694,10.17071031,-1.7334265,5.13313817,1.14041522,1.903491193,141.3842989,0.713712832,-0.78,2.508347808,1.093537203,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,0,0,0,6.420821623,0,12.48718869,30.33183534,0,0,0,0,0,0,6.420821623,5.563451492,0,6.066367068,31.18920547,0,0,0,1.409722222,0,10.45518519,1.139722222,2.162037037,0,0.25,0,0,0,0,0,0,0,0,0,1,2.249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
MIBK,CCCCCCCCCCCCCCCCCCCC(=O)OCCO,CC(=O)CC(C)C,0.0026,0.020805702,CCCCCCCCCCCCCCCCCCCC(=O)OCCO,CC(=O)CC(C)C,-2.585026652,298.15,10.25416667,0.287037037,0.287037037,0.515019317,88.065,0.129595121,-0.300019963,0.129595121,1.571428571,2,16.13721582,10.09759915,-1.949506613,5.750462716,-0.117164907,1.272905595,64.58027135,0.574914957,-0.33,2.779490232,5.67,4.794537184,5.783244946,0,0,0,0,0,13.8474744,12.84164325,6.420821623,0,4.794537184,5.783244946,0,5.917906046,0,0,0,5.783244946,4.794537184,5.917906046,27.19203322,0,0,17.07,0,4.794537184,5.783244946,5.917906046,6.420821623,0,6.9237372,13.8474744,0,0,0,0,0,0.8125,0,0.722222222,5.711111111,0,0.833333333,0,1,0,0,0,0,0,1,1,2,1.6215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
2-propoxyethanol,c1ccc2cc3ccccc3cc2c1,CCCOCCO,0.003343,0.029230295,c1ccc2cc3ccccc3cc2c1,CCCOCCO,-2.475863623,298.15,8.167882653,0.138888889,0.138888889,0.523169837,92.053,0.069719123,-0.393980343,0.069719123,1.428571429,2.571428571,16.48282749,10.52883584,-1.982446621,4.241716559,0.092798182,1.690933806,25.26112493,0.310949362,-0.08,5.92,5.92,9.843390349,0,0,0,0,0,0,6.9237372,6.420821623,6.606881965,13.21376393,9.843390349,0,0,0,0,0,0,24.92717329,4.736862954,0,13.34455882,0,0,29.46,0,0,6.606881965,6.606881965,13.02770359,0,0,6.9237372,0,9.843390349,4.881944444,8.167882653,0,0,0,1.027777778,3.422395125,0,1,1,2,0,0,0,0,0,2,2,4,0.4053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
