solvent_name,Drug,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),canonical_drug,canonical_solvent,value,Temperature_K,MaxEStateIndex_solvent,MinAbsEStateIndex_solvent,MinEStateIndex_solvent,qed_solvent,HeavyAtomMolWt_solvent,MaxPartialCharge_solvent,MinPartialCharge_solvent,MinAbsPartialCharge_solvent,FpDensityMorgan1_solvent,FpDensityMorgan3_solvent,BCUT2D_MWHI_solvent,BCUT2D_MWLOW_solvent,BCUT2D_LOGPLOW_solvent,BCUT2D_MRHI_solvent,BCUT2D_MRLOW_solvent,AvgIpc_solvent,BertzCT_solvent,Chi4n_solvent,HallKierAlpha_solvent,Kappa2_solvent,Kappa3_solvent,PEOE_VSA1_solvent,PEOE_VSA10_solvent,PEOE_VSA11_solvent,PEOE_VSA13_solvent,PEOE_VSA2_solvent,PEOE_VSA3_solvent,PEOE_VSA5_solvent,PEOE_VSA6_solvent,PEOE_VSA7_solvent,PEOE_VSA8_solvent,PEOE_VSA9_solvent,SMR_VSA1_solvent,SMR_VSA10_solvent,SMR_VSA3_solvent,SMR_VSA4_solvent,SlogP_VSA1_solvent,SlogP_VSA10_solvent,SlogP_VSA12_solvent,SlogP_VSA2_solvent,SlogP_VSA3_solvent,SlogP_VSA4_solvent,SlogP_VSA5_solvent,SlogP_VSA6_solvent,SlogP_VSA8_solvent,TPSA_solvent,EState_VSA1_solvent,EState_VSA10_solvent,EState_VSA2_solvent,EState_VSA3_solvent,EState_VSA4_solvent,EState_VSA5_solvent,EState_VSA6_solvent,EState_VSA7_solvent,EState_VSA8_solvent,EState_VSA9_solvent,VSA_EState1_solvent,VSA_EState3_solvent,VSA_EState4_solvent,VSA_EState5_solvent,VSA_EState6_solvent,VSA_EState7_solvent,VSA_EState8_solvent,VSA_EState9_solvent,FractionCSP3_solvent,NHOHCount_solvent,NOCount_solvent,NumAliphaticCarbocycles_solvent,NumAliphaticRings_solvent,NumAromaticHeterocycles_solvent,NumAtomStereoCenters_solvent,NumBridgeheadAtoms_solvent,NumHAcceptors_solvent,NumHeteroatoms_solvent,NumRotatableBonds_solvent,MolLogP_solvent,fr_Al_OH_noTert_solvent,fr_ArN_solvent,fr_COO_solvent,fr_NH1_solvent,fr_Ndealkylation2_solvent,fr_allylic_oxid_solvent,fr_aryl_methyl_solvent,fr_furan_solvent,fr_lactone_solvent,fr_methoxy_solvent,fr_morpholine_solvent,fr_para_hydroxylation_solvent,fr_phenol_noOrthoHbond_solvent,fr_priamide_solvent,fr_unbrch_alkane_solvent,MACCS_15_solvent,MACCS_19_solvent,MACCS_20_solvent,MACCS_21_solvent,MACCS_22_solvent,MACCS_28_solvent,MACCS_29_solvent,MACCS_34_solvent,MACCS_36_solvent,MACCS_40_solvent,MACCS_41_solvent,MACCS_42_solvent,MACCS_46_solvent,MACCS_48_solvent,MACCS_50_solvent,MACCS_53_solvent,MACCS_54_solvent,MACCS_57_solvent,MACCS_58_solvent,MACCS_65_solvent,MACCS_66_solvent,MACCS_72_solvent,MACCS_74_solvent,MACCS_82_solvent,MACCS_84_solvent,MACCS_86_solvent,MACCS_87_solvent,MACCS_89_solvent,MACCS_90_solvent,MACCS_91_solvent,MACCS_93_solvent,MACCS_95_solvent,MACCS_96_solvent,MACCS_98_solvent,MACCS_99_solvent,MACCS_101_solvent,MACCS_104_solvent,MACCS_105_solvent,MACCS_106_solvent,MACCS_107_solvent,MACCS_108_solvent,MACCS_112_solvent,MACCS_113_solvent,MACCS_114_solvent,MACCS_115_solvent,MACCS_116_solvent,MACCS_119_solvent,MACCS_123_solvent,MACCS_124_solvent,MACCS_126_solvent,MACCS_128_solvent,MACCS_129_solvent,MACCS_130_solvent,MACCS_132_solvent,MACCS_133_solvent,MACCS_135_solvent,MACCS_136_solvent,MACCS_137_solvent,MACCS_138_solvent,MACCS_140_solvent,MACCS_141_solvent,MACCS_142_solvent,MACCS_143_solvent,MACCS_144_solvent,MACCS_145_solvent,MACCS_146_solvent,MACCS_147_solvent,MACCS_148_solvent,MACCS_149_solvent,MACCS_151_solvent,MACCS_152_solvent,MACCS_153_solvent,MACCS_155_solvent,MACCS_156_solvent,MACCS_157_solvent,MACCS_159_solvent,MACCS_160_solvent,MACCS_161_solvent,MACCS_163_solvent,MACCS_164_solvent,MACCS_165_solvent
2-methyltetrahydrofuran,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,CC1CCCO1,0.0001,,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,CC1CCCO1,-4,298.15,5.152777778,0.546296296,0.546296296,0.429917278,76.054,0.054739049,-0.37850742,0.054739049,1.666666667,2.666666667,16.49016843,10.26861067,-1.938276555,4.558095295,0.125223042,1.86382639,37.20310344,0.738641942,-0.04,1.605659929,0.716242568,4.736862954,0,0,0,0,0,0,0,19.76538045,6.606881965,6.103966388,4.736862954,0,0,0,0,0,0,12.71084835,4.736862954,0,19.76538045,0,0,9.23,0,0,0,6.103966388,6.606881965,12.84164325,0,0,6.9237372,4.736862954,5.152777778,0,0,0,0,3.075231481,3.105324074,0,1,0,1,0,1,0,1,0,1,1,0,1.1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1
n-hexyl acetate,CCCCCCCCCCCCCCCCCC(=O)OCCO,CCCCCCOC(C)=O,0.0267,,CCCCCCCCCCCCCCCCCC(=O)OCCO,CCCCCCOC(C)=O,-1.573488739,298.15,10.25421635,0.169908825,-0.169908825,0.436173811,128.086,0.302122868,-0.465877687,0.302122868,1.3,2.5,16.53145373,10.1972484,-1.993184743,5.653177753,-0.140571491,1.870988955,89.25838097,0.744736291,-0.53,6.588063754,7.47,4.736862954,0,0,0,4.794537184,0,0,26.18620207,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,0,0,12.57618725,9.531400138,0,39.53076089,0,0,26.3,0,4.794537184,5.969305288,6.606881965,6.420821623,26.18620207,0,0,6.9237372,4.736862954,4.749501134,0,0,-0.169908825,0,4.637436697,4.195421312,0,0.875,0,2,0,0,0,0,0,2,2,5,2.1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
isooctane,O=[N+]([O-])c1cccc2ccccc12,CC(C)CC(C)(C)C,0.01631,,O=[N+]([O-])c1cccc2ccccc12,CC(C)CC(C)(C)C,-1.787546039,298.15,2.284722222,0.521990741,0.521990741,0.491153963,96.088,-0.038018218,-0.062753722,0.038018218,1.125,1.5,14.16363839,9.863629649,-2.076585448,4.620951579,0.32031651,1.210810026,54.92878689,1.224744871,0,2.52,6,0,0,0,0,0,0,0,34.618686,17.75371814,0,0,0,0,0,11.33289652,0,0,0,0,0,11.33289652,41.03950762,0,0,0,0,0,0,5.414990469,5.917906046,6.420821623,0,0,34.618686,0,0,0,0.521990741,0.842592593,0,1.326388889,11.39236111,0,1,0,0,0,0,0,0,0,0,0,1,3.0786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2-(2-butoxyethoxy)ethanol,c1ccc2c(c1)sc1ccccc12,CCCCOCCOCCO,0.063,,c1ccc2c(c1)sc1ccccc12,CCCCOCCOCCO,-1.200659451,298.15,8.341196315,0.092222222,0.092222222,0.536750009,144.085,0.070112057,-0.393980325,0.070112057,1,2.181818182,16.52502132,10.3594642,-2.071349248,4.330353526,0.032388967,2.033930993,58.35751033,0.632924638,-0.12,9.88,9.88,14.5802533,0,0,0,0,0,0,13.34455882,6.420821623,6.606881965,26.42752786,14.5802533,0,0,0,0,0,0,38.14093722,9.473725908,0,19.76538045,0,0,38.69,0,0,6.606881965,19.82064589,19.44852521,0,0,0,6.9237372,14.5802533,10.20198342,8.341196315,0,0,0,2.275294785,4.681525482,0,1,1,3,0,0,0,0,0,3,3,8,0.812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
sec-butyl acetate,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)OC(C)=O,0.02016,,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)OC(C)=O,-1.695509472,298.15,10.19083333,0.076388889,-0.195046296,0.508859154,104.064,0.302389049,-0.46287245,0.302389049,1.75,2.375,16.54123532,10.31179294,-2.094276686,5.655775764,-0.145027161,1.6478689,78.59772061,0.36665101,-0.53,3.469267037,3.652815356,4.736862954,0,0,0,4.794537184,0,0,6.9237372,13.34455882,6.9237372,6.103966388,9.531400138,5.969305288,0,0,0,0,0,12.07327168,9.531400138,0,27.19203322,0,0,26.3,0,4.794537184,12.07327168,0,6.420821623,6.9237372,0,13.8474744,0,4.736862954,4.760416667,0,0,-0.195046296,0,0.964861111,5.278935185,0,0.833333333,0,2,0,0,0,1,0,2,2,2,1.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0
tert-butyl acetate,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC(=O)OC(C)(C)C,0.01636,,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC(=O)OC(C)(C)C,-1.786216701,298.15,10.23715278,0.224537037,-0.327546296,0.446385432,104.064,0.302646116,-0.46015067,0.302646116,1.375,1.75,16.55147841,10.17713724,-2.212515096,5.65907278,-0.151403807,1.210810026,89.19188266,0.431186218,-0.53,2.158633812,5.47,4.736862954,5.601050811,0,0,4.794537184,0,0,0,20.7712116,6.9237372,0,9.531400138,5.969305288,0,0,0,0,0,11.5703561,9.531400138,0,27.6949488,0,0,26.3,0,4.794537184,11.5703561,0,0,6.9237372,0,20.7712116,0,4.736862954,4.798611111,0,-0.327546296,-0.224537037,0,0,6.932986111,0,0.833333333,0,2,0,0,0,0,0,2,2,0,1.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0
decalin,c1ccc2c(c1)sc1ccccc12,C1CCC2CCCCC2C1,0.0408,,c1ccc2c(c1)sc1ccccc12,C1CCC2CCCCC2C1,-1.389339837,298.15,1.560185185,1.155092593,1.155092593,0.481193197,120.11,-0.038584578,-0.053021666,0.038584578,0.5,1.1,14.31976687,9.709527138,-2.221595083,4.782737938,0.171046854,2.050414481,80.60593782,2.857589235,0,2.93877551,1.209876543,0,0,0,0,0,0,0,51.36657298,11.83581209,0,0,0,0,0,11.83581209,0,0,0,0,0,11.83581209,51.36657298,0,0,0,0,0,0,0,11.83581209,25.68328649,25.68328649,0,0,0,0,0,0,2.310185185,0,12.35648148,0,0,1,0,0,2,2,0,0,0,0,0,0,3.3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
glycerin,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,OCC(O)CO,2.97E-06,,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,OCC(O)CO,-5.527243551,298.15,8.166666667,0.364583333,-0.953703704,0.381494432,84.03,0.100047026,-0.393593316,0.100047026,1.166666667,1.5,16.34480321,10.41839259,-2.153670382,4.434895881,0.045021493,1.650022422,25.21928095,0.057735027,-0.12,3.084918033,2.137731959,15.31958218,6.103966388,0,0,0,0,0,0,0,0,13.21376393,15.31958218,0,0,0,0,0,0,34.6373125,0,0,0,0,0,60.69,6.103966388,0,13.21376393,0,0,0,0,0,0,15.31958218,0,24.0162037,0,0,0,-0.953703704,-0.729166667,0,1,3,3,0,0,0,0,0,3,3,2,-1.6681,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0
diglyme,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,COCCOCCOC,0.1645,,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,COCCOCCOC,-0.783834098,298.15,5.064444444,0.652638889,0.652638889,0.488753519,120.063,0.070097235,-0.382297726,0.070097235,0.777777778,1.555555556,16.53536634,10.70889936,-2.060474443,4.275772195,0.038520036,1.885234836,41.56763142,0.386579869,-0.12,7.88,7.88,14.21058886,0,0,0,0,0,0,0,0,14.21959508,26.42752786,14.21058886,0,0,0,0,0,0,40.64712294,14.21058886,0,0,0,0,27.69,0,0,0,26.42752786,0,0,14.21959508,0,0,14.21058886,14.576875,0,0,0,0,0,2.618202948,3.304922052,1,0,3,0,0,0,0,0,3,3,6,0.2958,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
acrylic acid,Nc1nc(N)nc(NC2CC2)n1,C=CC(=O)O,0.0341,,Nc1nc(N)nc(NC2CC2)n1,C=CC(=O)O,-1.467245621,298.15,9.25,0.833333333,-0.981481481,0.45085806,68.031,0.327198112,-0.478089149,0.327198112,2,2.2,16.36447321,10.68151441,-1.815186809,5.783563706,-0.130903173,1.378783493,55.913403,0,-0.79,1.52152648,3.21,5.106527395,0,0,0,0,4.794537184,0,6.578935684,0,6.076020107,0,9.901064579,5.969305288,0,0,0,0,0,11.07583268,4.794537184,0,0,12.65495579,0,37.3,5.969305288,4.794537184,0,0,6.076020107,0,0,0,6.578935684,5.106527395,0,7.604166667,0,-0.981481481,0,0.833333333,2.960648148,0,0,1,2,0,0,0,0,0,1,2,1,0.257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
isopropyl myristate,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CCCCCCCCCCCCCCC(=O)OC(C)C,0.000794,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CCCCCCCCCCCCCCC(=O)OC(C)C,-3.100179498,298.15,11.3133417,0.027616921,-0.035111805,0.287418604,248.196,0.305533724,-0.462953308,0.305533724,0.75,1.55,16.54156238,10.0485538,-2.102448682,5.688947956,-0.147013207,2.389318312,211.4637619,2.432145102,-0.53,14.87033671,15.52724098,4.736862954,0,0,0,4.794537184,0,0,77.55277505,20.26829602,6.420821623,6.103966388,9.531400138,5.969305288,0,0,0,0,0,12.07327168,9.531400138,0,104.2418927,0,0,26.3,0,4.794537184,12.07327168,6.420821623,6.420821623,70.62903785,0,13.8474744,6.9237372,4.736862954,5.111184386,0,0,-0.035111805,0,16.53832784,6.072257878,0,0.944444444,0,2,0,0,0,0,0,2,2,14,6.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0
n-butyric acid,O=c1[nH]cc(F)c(=O)[nH]1,CCCC(=O)O,0.000247,0.002713515,O=c1[nH]cc(F)c(=O)[nH]1,CCCC(=O)O,-3.607303047,298.15,9.599305556,0.291666667,-0.710648148,0.543440747,80.042,0.302828937,-0.481230516,0.302828937,1.833333333,2.333333333,16.36510567,10.35073867,-1.898623074,5.659492541,-0.136528827,1.348587896,49.509775,0.213865471,-0.53,2.693713647,3.47,5.106527395,0,0,0,4.794537184,0,0,6.9237372,6.420821623,6.420821623,0,9.901064579,5.969305288,0,0,0,0,0,11.07583268,4.794537184,0,19.76538045,0,0,37.3,5.969305288,4.794537184,0,6.420821623,6.420821623,0,0,6.9237372,0,5.106527395,0,7.913472222,0,-0.710648148,0,1.023148148,1.841388889,0,0.75,1,2,0,0,0,0,0,1,2,2,0.8711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
acetyl acetate,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,CC(=O)OC(C)=O,0.099,,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,CC(=O)OC(C)=O,-1.004364805,298.15,9.811111111,0.5625,-0.5625,0.321469624,96.041,0.30976819,-0.393561673,0.30976819,1.142857143,1.428571429,16.57639836,10.74570245,-2.025774575,5.819357406,-0.15580579,1.272905595,83.10802962,0.202405751,-0.86,2.336829675,5.14,4.736862954,0,0,0,9.589074368,0,0,0,0,13.8474744,0,14.32593732,11.93861058,0,0,0,0,0,11.93861058,14.32593732,0,13.8474744,0,0,43.37,11.93861058,9.589074368,0,0,0,13.8474744,0,0,4.736862954,0,3.972222222,0,0,-1.125,0,0,2.363888889,0,0.5,0,3,0,0,0,0,0,3,3,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
di(2-ethylhexyl) phthalate,COC(=O)Nc1ccc(C)c(N)c1,CCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CC,0.032,,COC(=O)Nc1ccc(C)c(N)c1,CCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CC,-1.494850022,298.15,12.41506456,0.279626034,-0.458287299,0.511675133,316.227,0.338516129,-0.461783095,0.338516129,0.8,1.64,16.53980337,10.01937752,-2.186880681,6.026309364,0.038420532,2.649707157,534.4525163,2.719628932,-1.84,11.6687959,6.888013157,9.473725908,0,0,0,0,9.589074368,0,65.51096943,30.38936785,0,24.34066691,19.06280028,11.93861058,0,11.83581209,0,0,0,25.1523745,9.473725908,11.83581209,80.51503426,24.26546827,0,52.6,11.93861058,9.589074368,11.12690298,25.04957602,32.10410811,0,24.26546827,0,27.6949488,9.473725908,10.84716978,0,0.560550543,-0.19904053,6.708366166,4.990798811,9.137366207,0,0.619047619,0,4,0,0,0,1,0,4,4,11,5.2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1
ethyl propionate,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,CCOC(=O)CC,0.006534,,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,CCOC(=O)CC,-2.18482087,298.15,10.18958333,0.122685185,-0.122685185,0.485245074,92.053,0.30498632,-0.465976731,0.30498632,1.571428571,2.285714286,16.53172313,10.50412883,-1.996397858,5.682319353,-0.142179402,1.679822907,59.10049401,0.26304971,-0.53,3.652815356,3.296334149,4.736862954,0,0,0,4.794537184,0,0,6.9237372,6.9237372,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,0,0,12.57618725,9.531400138,0,20.26829602,0,0,26.3,0,4.794537184,5.969305288,13.02770359,0,0,13.8474744,0,4.736862954,0,4.552083333,0,0,-0.122685185,0,0.48,4.067685185,0,0.8,0,2,0,0,0,0,0,2,2,2,0.9595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0
nitromethane,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],C[N+](=O)[O-],0.008408,,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],C[N+](=O)[O-],-2.075307297,298.15,8.805555556,0.5,-0.5,0.289538441,58.016,0.193997324,-0.264837326,0.193997324,2,2,16.62493833,11.541636,-1.790492131,3.908169585,-0.445343521,0.811278124,29.01955001,0,-0.6,0.816666667,0.622222222,0,0,7.047671983,0,10.11431827,0,0,0,0,4.923311049,0,4.923311049,0,0,0,0,0,0,11.97098303,0,10.11431827,0,0,0,43.14,4.923311049,0,0,0,7.047671983,0,0,0,0,10.11431827,0,8.805555556,0,0,0,0,0,0.888888889,1,0,3,0,0,0,0,0,2,3,0,-0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
"1,2-diethoxyethane",O=C(O)c1ccc(C(=O)O)cc1,CCOCCOCC,0.0002137,,O=C(O)c1ccc(C(=O)O)cc1,CCOCCOCC,-3.670195478,298.15,5.010555556,0.726527778,0.726527778,0.502413698,104.064,0.069979294,-0.379346719,0.069979294,0.875,1.5,16.51990008,10.71544151,-2.022761351,4.2433468,0.058363994,1.808812125,31.509775,0.406526265,-0.08,6.92,5.92,9.473725908,0,0,0,0,0,0,0,13.8474744,13.21376393,13.21376393,9.473725908,0,0,0,0,0,0,26.42752786,9.473725908,0,13.8474744,0,0,18.46,0,0,0,0,26.42752786,0,0,13.8474744,0,9.473725908,10.02111111,0,0,0,0,0,6.978888889,0,1,0,2,0,0,0,0,0,2,2,5,1.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
benzonitrile,O=[N+]([O-])n1cccn1,N#Cc1ccccc1,0.170722,,O=[N+]([O-])n1cccn1,N#Cc1ccccc1,-0.76771051,298.15,8.287592593,0.715277778,0.715277778,0.48844457,98.084,0.099108837,-0.192437051,0.099108837,1.125,2.125,14.2257197,10.2358634,-1.657459606,5.267807767,1.485586806,1.903491193,195.3768526,0.512688452,-1.29,2.130929916,0.854540039,0,0,0,0,0,0,0,18.19910121,12.13273414,0,11.6326728,0,0,0,0,0,0,0,0,0,11.33111287,5.563451492,30.33183534,0,23.79,0,0,0,5.563451492,0,0,12.13273414,24.26832252,0,5.261891555,0,8.287592593,0.715277778,0,11.1637963,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1.55828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
